Gene stable ID	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Gene name	Transcript count	Gene type
ENSG00000125652	19	6372794	6375250	ALKBH7	3	protein_coding
ENSG00000125650	19	6375148	6379058	PSPN	2	protein_coding
ENSG00000125651	19	6379572	6393981	GTF2F1	6	protein_coding
ENSG00000269444	19	6386762	6390400		1	lncRNA
ENSG00000274390	19	6389638	6389703	MIR6885	1	miRNA
ENSG00000273758	19	6392921	6392983	MIR6790	1	miRNA
ENSG00000293438	19	6393764	6414088		4	lncRNA
ENSG00000214347	19	6393794	6412338		1	transcribed_unitary_pseudogene
ENSG00000088247	19	6413102	6424811	KHSRP	12	protein_coding
ENSG00000284159	19	6416410	6416511	MIR3940	1	miRNA
ENSG00000181240	19	6426037	6433779	SLC25A41	3	protein_coding
ENSG00000125648	19	6436079	6465203	SLC25A23	13	protein_coding
ENSG00000130545	19	6463777	6467221	CRB3	4	protein_coding
ENSG00000205744	19	6467207	6482557	DENND1C	14	protein_coding
ENSG00000275234	19	6469465	6470152		1	lncRNA
ENSG00000104833	19	6494319	6502848	TUBB4A	13	protein_coding
ENSG00000268203	19	6494320	6494805		1	lncRNA
ENSG00000268191	19	6494320	6495025		1	lncRNA
ENSG00000297507	19	6517079	6528613		1	lncRNA
ENSG00000125657	19	6531026	6535924	TNFSF9	1	protein_coding
ENSG00000268742	19	6552358	6554494	TGFBR1P1	1	processed_pseudogene
ENSG00000269546	19	6562123	6563848	CLIC4P2	1	processed_pseudogene
ENSG00000199223	19	6572956	6573057	Y_RNA	1	misc_RNA
ENSG00000125726	19	6583183	6604103	CD70	3	protein_coding
ENSG00000268785	19	6593329	6594055	RPL7P50	1	processed_pseudogene
ENSG00000125735	19	6658085	6670588	TNFSF14	4	protein_coding
ENSG00000125730	19	6677704	6730562	C3	28	protein_coding
ENSG00000297005	19	6678110	6689134		7	lncRNA
ENSG00000276980	19	6716386	6717742		1	lncRNA
ENSG00000125734	19	6729914	6737580	GPR108	17	protein_coding
ENSG00000283950	19	6736712	6736778	MIR6791	1	miRNA
ENSG00000125733	19	6737925	6751530	TRIP10	13	protein_coding
ENSG00000269680	19	6748293	6751467		1	lncRNA
ENSG00000125731	19	6752160	6767463	SH2D3A	8	protein_coding
ENSG00000141968	19	6772708	6857366	VAV1	10	protein_coding
ENSG00000174837	19	6887566	6940459	ADGRE1	8	protein_coding
ENSG00000280091	19	6894994	6896832		1	TEC
ENSG00000269385	19	6898299	6898686		1	unprocessed_pseudogene
ENSG00000276568	19	6928345	6928629	Metazoa_SRP	1	misc_RNA
ENSG00000302223	19	6934014	6939042		1	lncRNA
ENSG00000290427	19	6952500	6997872		4	lncRNA
ENSG00000268845	19	6953165	6954916		1	lncRNA
ENSG00000268758	19	6954659	6990798	ADGRE4P	1	transcribed_unprocessed_pseudogene
ENSG00000309472	19	7004942	7006454		4	lncRNA
ENSG00000269761	19	7005012	7006074	MARK2P21	1	transcribed_processed_pseudogene
ENSG00000283679	19	7011884	7012679		1	processed_pseudogene
ENSG00000196589	19	7018969	7021431	MBD3L2B	1	protein_coding
ENSG00000237247	19	7030578	7033011	MBD3L5	1	protein_coding
ENSG00000205718	19	7037749	7040179	MBD3L4	1	protein_coding
ENSG00000230522	19	7049321	7051735	MBD3L2	1	protein_coding
ENSG00000182315	19	7056207	7069665	MBD3L3	3	protein_coding
ENSG00000130544	19	7069703	7087968	ZNF557	2	protein_coding
ENSG00000301807	19	7083507	7099610		14	lncRNA
ENSG00000171105	19	7112255	7294414	INSR	7	protein_coding
ENSG00000303888	19	7197280	7203566		2	lncRNA
ENSG00000306258	19	7267369	7268606		1	lncRNA
ENSG00000267852	19	7304208	7395059	ARHGEF18-AS1	7	lncRNA
ENSG00000104880	19	7348937	7472485	ARHGEF18	7	protein_coding
ENSG00000104883	19	7476875	7497449	PEX11G	4	protein_coding
ENSG00000198723	19	7492976	7508450	SAXO5	7	protein_coding
ENSG00000267952	19	7507052	7519622		2	protein_coding
ENSG00000305089	19	7514359	7523469		2	lncRNA
ENSG00000198816	19	7515292	7521025	ZNF358	2	protein_coding
ENSG00000269371	19	7519916	7520460		1	lncRNA
ENSG00000090674	19	7522624	7534009	MCOLN1	10	protein_coding
ENSG00000305109	19	7532727	7535583		1	lncRNA
ENSG00000268614	19	7533595	7540059		1	protein_coding
ENSG00000032444	19	7534004	7561764	PNPLA6	25	protein_coding
ENSG00000307753	19	7546268	7551147		1	lncRNA
ENSG00000076826	19	7595863	7618304	CAMSAP3	4	protein_coding
ENSG00000273657	19	7617439	7617505	MIR6792	1	miRNA
ENSG00000076924	19	7619525	7629545	XAB2	4	protein_coding
ENSG00000229833	19	7629788	7631956	PET100	10	protein_coding
ENSG00000268400	19	7629796	7647477		5	protein_coding
ENSG00000174788	19	7631611	7633719	PCP2	2	protein_coding
ENSG00000268204	19	7633766	7636990		1	lncRNA
ENSG00000076944	19	7636772	7647873	STXBP2	23	protein_coding
ENSG00000269228	19	7665717	7666476	RPS27AP19	1	processed_pseudogene
ENSG00000104918	19	7669049	7670455	RETN	3	protein_coding
ENSG00000183019	19	7677088	7679829	MCEMP1	3	protein_coding
ENSG00000269711	19	7678501	7682854		1	protein_coding
ENSG00000181029	19	7680833	7687703	TRAPPC5	4	protein_coding
ENSG00000104921	19	7688758	7702146	FCER2	7	protein_coding
ENSG00000182566	19	7728957	7733906	CLEC4G	5	protein_coding
ENSG00000288669	19	7728958	7745662		4	protein_coding
ENSG00000090659	19	7739993	7747564	CD209	11	protein_coding
ENSG00000242636	19	7750684	7751161	RPL21P129	1	processed_pseudogene
ENSG00000104938	19	7763210	7769605	CLEC4M	7	protein_coding
ENSG00000290088	19	7787448	7820152		23	lncRNA
ENSG00000268297	19	7787549	7790621	CLEC4GP1	1	transcribed_unprocessed_pseudogene
ENSG00000269763	19	7813615	7814425	EXOSC3P2	1	processed_pseudogene
ENSG00000142459	19	7830218	7864976	EVI5L	7	protein_coding
ENSG00000183248	19	7868719	7874390	PRR36	2	protein_coding
ENSG00000268120	19	7870561	7871296		1	lncRNA
ENSG00000269153	19	7879445	7880120	LYPLA2P2	1	processed_pseudogene
ENSG00000285674	19	7886977	7887096	5S_rRNA	1	rRNA_pseudogene
ENSG00000171017	19	7888505	7902021	LRRC8E	6	protein_coding
ENSG00000214248	19	7898804	7903864		2	lncRNA
ENSG00000076984	19	7903843	7914478	MAP2K7	8	protein_coding
ENSG00000268149	19	7912648	7913518		1	lncRNA
ENSG00000260001	19	7914830	7919097	TGFBR3L	5	protein_coding
ENSG00000294288	19	7917046	7917535		1	lncRNA
ENSG00000260500	19	7918633	7920295		4	lncRNA
ENSG00000104976	19	7920338	7923250	SNAPC2	7	protein_coding
ENSG00000178531	19	7924491	7926135	CTXN1	1	protein_coding
ENSG00000269139	19	7925723	7926816		3	lncRNA
ENSG00000104980	19	7926718	7943667	TIMM44	12	protein_coding
ENSG00000286138	19	7943433	7949600		6	lncRNA
ENSG00000066044	19	7958573	8005659	ELAVL1	5	protein_coding
ENSG00000269813	19	7959123	7960012		1	lncRNA
ENSG00000267939	19	8005761	8016025		7	lncRNA
ENSG00000131142	19	8052318	8062660	CCL25	9	protein_coding
ENSG00000142449	19	8065402	8149592	FBN3	9	protein_coding
ENSG00000269651	19	8173272	8175567		1	unprocessed_pseudogene
ENSG00000090661	19	8206736	8262433	CERS4	16	protein_coding
ENSG00000271717	19	8222153	8239648		1	lncRNA
ENSG00000303688	19	8239913	8294659		1	lncRNA
ENSG00000167775	19	8302127	8308358	CD320	6	protein_coding
ENSG00000167774	19	8308283	8321379		1	protein_coding
ENSG00000305962	19	8308642	8315725		1	lncRNA
ENSG00000267855	19	8308768	8321375	NDUFA7	6	protein_coding
ENSG00000233927	19	8321158	8323340	RPS28	4	protein_coding
ENSG00000186994	19	8322584	8343262	KANK3	4	protein_coding
ENSG00000268884	19	8346517	8347687		1	processed_pseudogene
ENSG00000167772	19	8363289	8374370	ANGPTL4	11	protein_coding
ENSG00000269386	19	8368304	8390685	RAB11B-AS1	13	lncRNA
ENSG00000265390	19	8389290	8389380	MIR4999	1	miRNA
ENSG00000185236	19	8389981	8404434	RAB11B	5	protein_coding
ENSG00000099785	19	8413270	8439017	MARCHF2	8	protein_coding
ENSG00000268931	19	8423355	8427827		1	lncRNA
ENSG00000279827	19	8444570	8445597		1	TEC
ENSG00000099783	19	8444767	8489114	HNRNPM	16	protein_coding
ENSG00000133246	19	8490056	8502640	PRAM1	4	protein_coding
ENSG00000133250	19	8509678	8514167	ZNF414	9	protein_coding
ENSG00000142347	19	8517463	8577442	MYO1F	22	protein_coding
ENSG00000308303	19	8526442	8547841		2	lncRNA
ENSG00000268618	19	8549506	8550139		1	lncRNA
ENSG00000142303	19	8580240	8610735	ADAMTS10	14	protein_coding
ENSG00000267986	19	8581160	8582715		1	lncRNA
ENSG00000307103	19	8609816	8610296		1	lncRNA
ENSG00000268480	19	8630633	8681151	NFILZ	6	protein_coding
ENSG00000279426	19	8695721	8696321		1	TEC
ENSG00000181786	19	8697400	8698795	ACTL9	1	protein_coding
ENSG00000181733	19	8721634	8732160	OR2Z1	1	protein_coding
ENSG00000269244	19	8728735	8729204	RPL23AP78	1	processed_pseudogene
ENSG00000268922	19	8778665	8778861		1	processed_pseudogene
ENSG00000167785	19	8806170	8832314	ZNF558	7	protein_coding
ENSG00000269300	19	8821501	8824110		1	lncRNA
ENSG00000170948	19	8832377	8843340	MBD3L1	2	protein_coding
ENSG00000269400	19	8833065	8833541		1	lncRNA
ENSG00000181143	19	8848844	9010390	MUC16	8	protein_coding
ENSG00000267332	19	9019344	9019984	BOLA3P2	1	processed_pseudogene
ENSG00000267154	19	9083112	9083398	OR1M4P	1	unprocessed_pseudogene
ENSG00000170929	19	9087061	9095669	OR1M1	2	protein_coding
ENSG00000170923	19	9100407	9107475	OR7G2	1	protein_coding
ENSG00000161807	19	9114828	9115763	OR7G1	1	protein_coding
ENSG00000275787	19	9122160	9122492	OR7G15P	1	unprocessed_pseudogene
ENSG00000170920	19	9126012	9126950	OR7G3	1	protein_coding
ENSG00000130803	19	9140397	9163424	ZNF317	6	protein_coding
ENSG00000188000	19	9178979	9188818	OR7D2	3	protein_coding
ENSG00000267418	19	9182369	9183048	ELOCP29	1	processed_pseudogene
ENSG00000267775	19	9191286	9192170	OR7E16P	1	unprocessed_pseudogene
ENSG00000290821	19	9198354	9210067		1	lncRNA
ENSG00000187847	19	9204305	9205235	OR7E25P	1	transcribed_unprocessed_pseudogene
ENSG00000174667	19	9210276	9219589	OR7D4	3	protein_coding
ENSG00000188314	19	9235144	9236076	OR7D1P	1	unprocessed_pseudogene
ENSG00000237521	19	9247344	9252625	OR7E24	2	protein_coding
ENSG00000180926	19	9261015	9261716	OR7E18P	1	unprocessed_pseudogene
ENSG00000290719	19	9265316	9270356		3	lncRNA
ENSG00000225980	19	9265440	9266283	OR7E19P	1	transcribed_unprocessed_pseudogene
ENSG00000226480	19	9278448	9279369	OR7H1P	1	unprocessed_pseudogene
ENSG00000196110	19	9291140	9309838	ZNF699	3	protein_coding
ENSG00000267510	19	9291515	9294482		1	lncRNA
ENSG00000296819	19	9322428	9322882		1	lncRNA
ENSG00000188321	19	9323772	9351162	ZNF559	14	protein_coding
ENSG00000270011	19	9324174	9382617	ZNF559-ZNF177	16	protein_coding
ENSG00000283108	19	9325251	9407251		9	lncRNA
ENSG00000270614	19	9348106	9348703	UBXN2AP1	1	processed_pseudogene
ENSG00000188629	19	9363013	9382617	ZNF177	5	protein_coding
ENSG00000300685	19	9406645	9408307		2	lncRNA
ENSG00000174652	19	9412429	9435573	ZNF266	8	protein_coding
ENSG00000287275	19	9435582	9462529		3	lncRNA
ENSG00000198028	19	9466355	9498616	ZNF560	2	protein_coding
ENSG00000267273	19	9498657	9510079		1	lncRNA
ENSG00000287960	19	9507820	9514539		1	lncRNA
ENSG00000260112	19	9518150	9519341		1	processed_pseudogene
ENSG00000130818	19	9523223	9538645	ZNF426	5	protein_coding
ENSG00000278611	19	9538665	9539742	ZNF426-DT	5	lncRNA
ENSG00000197961	19	9560329	9584504	ZNF121	3	protein_coding
ENSG00000171469	19	9604680	9621236	ZNF561	21	protein_coding
ENSG00000267106	19	9620993	9674662	ZNF561-AS1	31	lncRNA
ENSG00000171466	19	9641807	9675100	ZNF562	8	protein_coding
ENSG00000291231	19	9678388	9735911		23	lncRNA
ENSG00000239830	19	9683294	9684073	RPS4XP22	1	processed_pseudogene
ENSG00000224689	19	9689924	9694892	ZNF812P	1	transcribed_unprocessed_pseudogene
ENSG00000301507	19	9709653	9712165		1	lncRNA
ENSG00000277587	19	9721903	9722410		1	lncRNA
ENSG00000267490	19	9724008	9725086		1	unprocessed_pseudogene
ENSG00000267612	19	9730853	9731943		1	lncRNA
ENSG00000196605	19	9751993	9793180	ZNF846	12	protein_coding
ENSG00000267370	19	9756152	9756863		1	unprocessed_pseudogene
ENSG00000310457	19	9769211	9770118		1	lncRNA
ENSG00000267741	19	9774497	9774960	UBE2L4	1	processed_pseudogene
ENSG00000266950	19	9793621	9802301		1	lncRNA
ENSG00000127452	19	9810267	9827816	FBXL12	13	protein_coding
ENSG00000295613	19	9818846	9820528		5	lncRNA
ENSG00000200237	19	9819954	9820094	SNORA70	1	snoRNA
ENSG00000267119	19	9820141	9820455	RPL10P15	1	transcribed_processed_pseudogene
ENSG00000198258	19	9827892	9830115	UBL5	8	protein_coding
ENSG00000267289	19	9829496	9835147	PIN1-DT	4	lncRNA
ENSG00000127445	19	9835257	9849689	PIN1	11	protein_coding
ENSG00000105088	19	9853718	9936515	OLFM2	5	protein_coding
ENSG00000295575	19	9863149	9900513		1	lncRNA
ENSG00000295554	19	9935886	9984620		1	lncRNA
ENSG00000080573	19	9959561	10010504	COL5A3	2	protein_coding
ENSG00000267650	19	9995997	9997163		1	lncRNA
ENSG00000302559	2	28158	31507		1	lncRNA
ENSG00000184731	2	38814	46870	FAM110C	3	protein_coding
ENSG00000300907	2	142583	168067		1	lncRNA
ENSG00000300885	2	161721	190930		6	lncRNA
ENSG00000300940	2	180579	186639		2	lncRNA
ENSG00000227061	2	197569	209913		6	lncRNA
ENSG00000297863	2	201541	214046		4	lncRNA
ENSG00000035115	2	217730	266398	SH3YL1	29	protein_coding
ENSG00000143727	2	264140	278283	ACP1	13	protein_coding
ENSG00000189292	2	279558	288851	ALKAL2	7	protein_coding
ENSG00000228643	2	285770	301515		9	lncRNA
ENSG00000301149	2	289630	290311		1	lncRNA
ENSG00000235779	2	290941	314373		46	lncRNA
ENSG00000277997	2	307683	309424		1	lncRNA
ENSG00000301121	2	314796	316915		4	lncRNA
ENSG00000233684	2	317823	422312	LINC01865	16	lncRNA
ENSG00000301816	2	419160	420181		1	lncRNA
ENSG00000293856	2	446607	451015		2	lncRNA
ENSG00000293968	2	468688	481690		3	lncRNA
ENSG00000293990	2	468920	475989		1	lncRNA
ENSG00000297607	2	487125	487981		1	lncRNA
ENSG00000223985	2	490944	545594	LINC01874	6	lncRNA
ENSG00000284452	2	495721	496637		6	lncRNA
ENSG00000225942	2	545805	546675	LINC01875	1	lncRNA
ENSG00000302695	2	550745	552896		1	lncRNA
ENSG00000303241	2	554454	559187		1	lncRNA
ENSG00000233633	2	556498	578145		16	lncRNA
ENSG00000307370	2	578614	583909		3	lncRNA
ENSG00000299109	2	590193	593382		1	lncRNA
ENSG00000309949	2	624094	625895		1	lncRNA
ENSG00000301560	2	626134	627909		1	lncRNA
ENSG00000151353	2	663877	677406	TMEM18	9	protein_coding
ENSG00000233296	2	677119	697382	TMEM18-DT	5	lncRNA
ENSG00000280360	2	687799	688348		1	TEC
ENSG00000302069	2	688999	690653		1	lncRNA
ENSG00000227713	2	690574	731224		11	lncRNA
ENSG00000302059	2	716088	717928		1	lncRNA
ENSG00000223751	2	731014	779048		38	lncRNA
ENSG00000237667	2	733471	868608	LINC01115	19	lncRNA
ENSG00000272342	2	739588	740164	LINC01115	1	lncRNA
ENSG00000298835	2	869146	949955		3	lncRNA
ENSG00000228799	2	899462	905539	LINC01939	2	lncRNA
ENSG00000234796	2	910926	921124		1	lncRNA
ENSG00000235688	2	948972	953621	SNTG2-AS1	27	lncRNA
ENSG00000172554	2	950849	1367613	SNTG2	12	protein_coding
ENSG00000235403	2	1059133	1068341		1	lncRNA
ENSG00000236665	2	1158310	1160424		1	lncRNA
ENSG00000233553	2	1341044	1346568		1	lncRNA
ENSG00000231482	2	1366234	1580747		2	lncRNA
ENSG00000115705	2	1374066	1543711	TPO	16	protein_coding
ENSG00000228613	2	1447968	1620113		3	lncRNA
ENSG00000283766	2	1552445	1554701		1	lncRNA
ENSG00000203635	2	1620510	1625419		1	lncRNA
ENSG00000130508	2	1631887	1744852	PXDN	14	protein_coding
ENSG00000308082	2	1743755	1753961		2	lncRNA
ENSG00000298587	2	1773022	1784297		5	lncRNA
ENSG00000186487	2	1789113	2331664	MYT1L	70	protein_coding
ENSG00000284600	2	1795525	1812307		3	lncRNA
ENSG00000232057	2	1824412	1834145		3	lncRNA
ENSG00000303907	2	1837245	1840207		1	lncRNA
ENSG00000307932	2	1842965	1851783		2	lncRNA
ENSG00000303972	2	1854877	1855876		1	lncRNA
ENSG00000299336	2	1926097	1931651		2	lncRNA
ENSG00000225619	2	2319232	2327110	MYT1L-AS1	2	lncRNA
ENSG00000301667	2	2331921	2333718		3	lncRNA
ENSG00000289941	2	2332267	2333290		1	lncRNA
ENSG00000297130	2	2398860	2401196		1	lncRNA
ENSG00000304151	2	2506642	2507447		2	lncRNA
ENSG00000300072	2	2520570	2528104		1	lncRNA
ENSG00000290112	2	2571847	2613522		3	lncRNA
ENSG00000303274	2	2624344	2633173		1	lncRNA
ENSG00000234929	2	2638178	2696443		6	lncRNA
ENSG00000289608	2	2682064	2700665		9	lncRNA
ENSG00000287583	2	2697490	2708037		5	lncRNA
ENSG00000237720	2	2707368	2840512		14	lncRNA
ENSG00000227364	2	2729908	2730957		1	lncRNA
ENSG00000294114	2	2742112	2744120		1	lncRNA
ENSG00000294098	2	2760497	2769580		1	lncRNA
ENSG00000288786	2	2846699	2847049		1	lncRNA
ENSG00000228391	2	2870558	2871231		1	lncRNA
ENSG00000305934	2	2882794	2889455		1	lncRNA
ENSG00000234423	2	2893569	3147934	LINC01250	20	lncRNA
ENSG00000296612	2	3045145	3054428		5	lncRNA
ENSG00000303747	2	3156428	3186513		3	lncRNA
ENSG00000226649	2	3156756	3157797		1	lncRNA
ENSG00000032389	2	3188925	3377830	EIPR1	14	protein_coding
ENSG00000224885	2	3298341	3301465	EIPR1-IT1	1	lncRNA
ENSG00000303764	2	3377404	3379569		2	lncRNA
ENSG00000171853	2	3379675	3485094	TRAPPC12	23	protein_coding
ENSG00000304366	2	3455220	3460377		2	lncRNA
ENSG00000225234	2	3481242	3482409	TRAPPC12-AS1	1	lncRNA
ENSG00000297827	2	3482842	3483256		1	lncRNA
ENSG00000271868	2	3496956	3497428		1	lncRNA
ENSG00000182551	2	3497366	3519531	ADI1	3	protein_coding
ENSG00000235078	2	3519275	3524094		1	lncRNA
ENSG00000242282	2	3531813	3536915		12	lncRNA
ENSG00000286905	2	3532008	3558333		2	protein_coding
ENSG00000171865	2	3541430	3558333	RNASEH1	4	protein_coding
ENSG00000303909	2	3547940	3548669		1	lncRNA
ENSG00000234171	2	3558375	3564842	RNASEH1-DT	8	lncRNA
ENSG00000287126	2	3568505	3575100		2	lncRNA
ENSG00000171863	2	3575260	3580920	RPS7	12	protein_coding
ENSG00000118004	2	3594832	3644644	COLEC11	13	protein_coding
ENSG00000237370	2	3603397	3604242		1	lncRNA
ENSG00000188765	2	3617548	3617757	TMSB4XP2	1	unprocessed_pseudogene
ENSG00000289136	2	3650561	3652115		1	lncRNA
ENSG00000151360	2	3658200	3702671	ALLC	3	protein_coding
ENSG00000224661	2	3673778	3704153		6	lncRNA
ENSG00000232718	2	3688021	3688981	GAPDHP48	1	processed_pseudogene
ENSG00000214866	2	3703575	3848008	DCDC2C	3	protein_coding
ENSG00000237401	2	3957652	3974124	LINC01304	23	lncRNA
ENSG00000299508	2	3974176	3975154		1	lncRNA
ENSG00000297258	2	4024283	4025763		1	lncRNA
ENSG00000229550	2	4136644	4140731		1	lncRNA
ENSG00000304429	2	4244043	4245180		1	lncRNA
ENSG00000291325	2	4284012	4630252		1	lncRNA
ENSG00000297312	2	4297226	4318273		1	lncRNA
ENSG00000231821	2	4514204	4515056	NPM1P48	1	processed_pseudogene
ENSG00000299355	2	4591485	4600859		1	lncRNA
ENSG00000231532	2	4628216	4656498	LINC01249	5	lncRNA
ENSG00000252238	2	4827001	4827084		1	snoRNA
ENSG00000299809	2	4932835	4934865		2	lncRNA
ENSG00000207192	2	4945277	4945383	RNU6-649P	1	snRNA
ENSG00000306011	2	5001173	5006667		2	lncRNA
ENSG00000289300	2	5070432	5077683		5	lncRNA
ENSG00000228585	2	5313740	5314134		1	processed_pseudogene
ENSG00000308446	2	5370408	5378042		1	lncRNA
ENSG00000308951	2	5539586	5550310		5	lncRNA
ENSG00000232835	2	5548517	5556218		3	lncRNA
ENSG00000224128	2	5602505	5691777	LINC01248	15	lncRNA
ENSG00000176887	2	5692384	5701385	SOX11	1	protein_coding
ENSG00000242540	2	5696220	5719670		2	lncRNA
ENSG00000307936	2	5708060	5719748		1	lncRNA
ENSG00000236106	2	5708227	5790916		13	lncRNA
ENSG00000237266	2	5810088	5812670	LINC01810	4	lncRNA
ENSG00000297956	2	5925514	5927140		2	lncRNA
ENSG00000232044	2	5932543	6060570	SILC1	64	lncRNA
ENSG00000276733	2	5974662	5974732	MIR7158	1	miRNA
ENSG00000297417	2	5981021	5982050		2	lncRNA
ENSG00000297405	2	6053942	6055549		1	lncRNA
ENSG00000302302	2	6186993	6212547		6	lncRNA
ENSG00000234275	2	6258348	6341788		9	lncRNA
ENSG00000227007	2	6366010	6375422	LINC01247	1	lncRNA
ENSG00000226488	2	6495651	6511839	LINC01824	7	lncRNA
ENSG00000231610	2	6495877	6496798	PIK3CDP1	1	processed_pseudogene
ENSG00000302919	2	6557081	6564928		2	lncRNA
ENSG00000236172	2	6615389	6651104	MIR7515HG	83	lncRNA
ENSG00000286851	2	6649654	6650897		2	lncRNA
ENSG00000283394	2	6650373	6650439	MIR7515	1	miRNA
ENSG00000205837	2	6728177	6782637	LINC00487	11	lncRNA
ENSG00000225964	2	6819463	6840464	NRIR	3	lncRNA
ENSG00000134326	2	6840570	6866635	CMPK2	7	protein_coding
ENSG00000134321	2	6865557	6898239	RSAD2	9	protein_coding
ENSG00000271947	2	6905724	6906301		1	lncRNA
ENSG00000228203	2	6911754	6918734	GRASLND	39	lncRNA
ENSG00000151692	2	6917412	7068286	RNF144A	7	protein_coding
ENSG00000309422	2	6987345	6989109		1	lncRNA
ENSG00000223884	2	7045324	7077916		16	lncRNA
ENSG00000223145	2	7141227	7141544	RN7SKP112	1	misc_RNA
ENSG00000302210	2	7227772	7242022		2	lncRNA
ENSG00000272002	2	7260871	7261504	LINC02973	1	lncRNA
ENSG00000229727	2	7293688	7450544		26	lncRNA
ENSG00000305790	2	7323773	7325311		1	lncRNA
ENSG00000213774	2	7324748	7325062		1	processed_pseudogene
ENSG00000305776	2	7329490	7332467		1	lncRNA
ENSG00000305806	2	7431686	7432959		1	lncRNA
ENSG00000230515	2	7523689	7721718		10	lncRNA
ENSG00000305573	2	7537111	7555827		1	lncRNA
ENSG00000305610	2	7574963	7584054		1	lncRNA
ENSG00000221255	2	7576841	7576971	RNU6ATAC37P	1	snRNA
ENSG00000287119	2	7660451	7675736		15	lncRNA
ENSG00000235576	2	7720139	7749426	LINC01871	16	lncRNA
ENSG00000232979	2	7735645	7735783		1	processed_pseudogene
ENSG00000229405	2	7736438	7737095		1	processed_pseudogene
ENSG00000290050	2	7748569	7749277		1	lncRNA
ENSG00000304129	2	7776099	7788629		1	lncRNA
ENSG00000226506	2	7796933	7899837		36	lncRNA
ENSG00000290092	2	7876670	7892268		4	lncRNA
ENSG00000306109	2	7899794	7900983		1	lncRNA
ENSG00000236790	2	7922425	8595477	LINC00299	120	lncRNA
ENSG00000286857	2	7937277	7954307		1	lncRNA
ENSG00000229740	2	8139287	8160974		9	lncRNA
ENSG00000289191	2	8281458	8282797		1	lncRNA
ENSG00000299593	2	8324753	8325464		1	lncRNA
ENSG00000299558	2	8357421	8360991		2	lncRNA
ENSG00000299628	2	8455837	8456409		1	lncRNA
ENSG00000285591	2	8488420	8505027		1	lncRNA
